0001	#TABLE_SHIPINFO_TXT_000001#	3988	305	405	43	15,16	8,9,10	53,54,55	73,74	15	-1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
0002	#TABLE_SHIPINFO_TXT_000002#	3988	306	405	44	17,18	11,12,13	56,57,58	73,74	20	-1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
0003	#TABLE_SHIPINFO_TXT_000003#	3988	307	405	45	19,20	14,113,114	59,60,61	73,74	30	-1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
0004	#TABLE_SHIPINFO_TXT_000004#	3988	308	405	46	146,147	124,125,126	71,72,157	73,74	15	-1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
0005	#TABLE_SHIPINFO_TXT_000005#	3988	309	405	47	148,149	127,128,129	158,159,160	73,74	20	-1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
0006	#TABLE_SHIPINFO_TXT_000006#	3988	310	405	48	150,151	130,131,132	161,162,163	73,74	30	-1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
0007	#TABLE_SHIPINFO_TXT_000007#	3988	432	0	49	109	99	53,54	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0008	#TABLE_SHIPINFO_TXT_000008#	3988	432	0	50	110	100	53,54	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0009	#TABLE_SHIPINFO_TXT_000009#	3988	432	0	51	111	101	53,54	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0010	#TABLE_SHIPINFO_TXT_000010#	3988	432	0	52	112	102	53,54	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0011	#TABLE_SHIPINFO_TXT_000011#	3988	301	401	1	21,142	115,116,117,118	62,63,64	73,74,75	35	-1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
0012	#TABLE_ITEMINFO_TXT_001144#	3988	301	401	2	143,144	117,118,119,120,121	65,66,67	73,73	40	-1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
0013	#TABLE_ITEMINFO_TXT_001145#	3988	301	401	3	145	120,121,122,123	68,69,70	73,74	45	-1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
0014	#TABLE_SHIPINFO_TXT_000012#	3988	302	402	4	152,153	133,134,135	164,165,166	73,74,76	35	-1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
0015	#TABLE_ITEMINFO_TXT_001150#	3988	302	402	5	154,155	136,137,138	167,168,169	73,74	40	-1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
0016	#TABLE_SHIPINFO_TXT_000013#	3988	303	403	6	156	139,140,141	170,171,172	73,74,76	45	-1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
0017	#TABLE_ITEMINFO_TXT_001159#	3988	304	404	7	21	14	53,54	-1	0	-1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
